Date,Author,Title (Item),Periodical Title,Language 1,Author Country 1,Author Country 2,Publisher,city,country,Pub Location,Genre,ISBN,Number of Pages,Original Publication Date,Original Pub Language,Original Language Title,Original Language Publisher,Translator Name,Cover Photo URL,Wikipedia URL
1991,"Arenas, Reinaldo",The Doorman,,English,Cuba,,Grove Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-8021-1109-8,191,1987,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348099513l/378650.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1994,"Arenas, Reinaldo",Old Rosa,,English,Cuba,,Grove Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-8021-3406-6,106,1980,Spanish,La vieja Rosa,Librería Cruz del Sur,"Slater, Ann Tashi; Hurley, Andrew",https://images-na.ssl-images-amazon.com/images/I/51J3Q8YRX2L.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2000,"Arenas, Reinaldo",The Color of Summer: or The New Garden of Earthly Delights,,English,Cuba,,Viking Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-670-84065-6,417,1990,English,"The color of summer, or, The new garden of earthly delights",Viking Penguin,"Hurley, Andrew",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168725481l/36551._SY475_.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",El Asalto,,English,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-596-3,141,1990,,,,,https://planetadelibroscom.cdnstatics2.com/usuaris/libros/fotos/89/m_libros/el-asalto_9788483102268.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2001,"Arenas, Reinaldo",Mona and Other Tales,,English,Cuba,,Vintage Books,"New York, NY",United States,"New York, NY, United States",Nonfiction Book,978-0-375-72730-6,208,2001,English,Mona and other tales,Vintage Books,"Koch, Dolores M.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320454452l/378649.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2007,"Arenas, Reinaldo",Mona and Other Tales,,English,Cuba,,Vintage Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-375-727-30-6,208,2001,English,Mona and other tales,Vintage Books,"Koch, Dolores M.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320454452l/378649.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1987,"Arenas, Reinaldo",Graveyard of the Angels,,English,Cuba,,Avon Books,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-380-75075-7,121,1987,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359516658l/418390.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1987,"Arenas, Reinaldo",Singing from the Well,,English,Cuba,,Viking Adult,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-670-80805-2,206,1987,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502152806l/1292070._SY475_.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1991,"Arenas, Reinaldo",The Palace of the White Skunks,,English,Cuba,,Viking Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-670-81510-4,384,1980,Spanish,El palacio de las blanquisimas mofetas,Monte Avila,"Hurley, Andrew",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286069l/142028.jpg,https://en.wikipedia.org/wiki/Palace_of_the_White_Skunks
1985,"Arenas, Reinaldo",Farewell to the Sea: A Novel of Cuba,,English,Cuba,,Viking Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-670-52960-5,424,1982,Spanish,Otra vez el mar,Argos Vergara,"Hurley, Andrew",https://pictures.abebooks.com/inventory/md/md22769982021.jpg,https://en.wikipedia.org/wiki/Farewell_to_the_Sea
1976,"Arenas, Reinaldo",Hallucinations: Being an Account of the Life and Adventures of Fray Servando,,English,Cuba,,Penguin Books,Westminster,England,"Westminster, England",Fiction (Novel),978-0-14-003895-8,255,1969,Spanish,El mundo alucinante : (una novela de aventuras),Diógenes,"Brotherston, Gordon",https://pictures.abebooks.com/isbn/9780140038958-us.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1971,"Arenas, Reinaldo",Hallucinations: Being an Account of the Life and Adventures of Fray Servando,,English,Cuba,,"Cape Publishing, Inc.",London,England,"London, England",Fiction (Novel),978-0-224-00508-1,287,1969,,,,,https://pictures.abebooks.com/isbn/9780224005081-us.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1989,"Arenas, Reinaldo",Le Monde Hallucinant,,French,Cuba,,Éditions du Seuil,Paris,France,"Paris, France",Fiction (Novel),978-2-02-010723-5,274,1969,Spanish,El mundo alucinante : (una novela de aventuras),Diógenes,"Coste, Didier","https://images-na.ssl-images-amazon.com/images/I/415H3CK1F7L._SX285_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1988,"Arenas, Reinaldo",Le Portier,,French,Cuba,,Presses de la Renaissance,Paris,France,"Paris, France",Fiction (Novel),978-2-85616-463-1,202,1987,English,The Doorman,Grove Press,"Saint-Lu, Jean-Marie","https://images-na.ssl-images-amazon.com/images/I/51wp86ydqlL._SX330_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1985,"Arenas, Reinaldo","Arturo, L'Etoile la Plus Brillante",,French,Cuba,,Éditions du Seuil,Paris,France,"Paris, France",Fiction (Novel),978-2-02-008736-0,89,1980,Spanish,La vieja Rosa,Librería Cruz del Sur,"Coste, Didier",https://d3525k1ryd2155.cloudfront.net/h/700/669/1417669700.0.m.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2004,"Arenas, Reinaldo","Arturo, L'Etoile la Plus Brillante",,French,Cuba,,Éditions du Seuil,Paris,France,"Paris, France",Fiction (Novel),978-2-02-008736-0,89,1980,Spanish,La vieja Rosa,Librería Cruz del Sur,"Coste, Didier",https://servimg.eyrolles.com/static/media/8661/9782842058661_internet_w290.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2004,"Arenas, Reinaldo",Encore une Fois la Mer,,French,Cuba,,Éditions du Seuil,Paris,France,"Paris, France",Fiction (Novel),978-2-02-006817-8,512,1982,Spanish,Otra vez el mar,Argos Vergara,"Pina, Gérard; Compagne, Flora","https://images-na.ssl-images-amazon.com/images/I/51Ysp4ukHUL._SX320_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
2002,"Arenas, Reinaldo",La Colline De L'Ange: Roman,,French,Cuba,,Presses de la Renaissance,Paris,France,"Paris, France",Fiction (Novel),978-2-85616-519-5,192,1987,Spanish,La loma del angel,Mariel Press,"Hasson, Liliane","https://images-na.ssl-images-amazon.com/images/I/41FFS0RHJRL._SX296_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1982,"Arenas, Reinaldo",El Mundo Alucinante,,German,Cuba,,Suhrkamp Verlag,Berlin,Germany,"Berlin, Germany",Fiction (Novel),978-3-518-02052-4,320,1969,Spanish,El mundo alucinante : (una novela de aventuras),Diógenes,"López, Monika","https://images-na.ssl-images-amazon.com/images/I/41kNBM59PfL._SX304_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1982,"Arenas, Reinaldo",Wahnwitzige Welt Ein. Abenteuerroman,,German,Cuba,,Suhrkamp Verlag,Berlin,Germany,"Berlin, Germany",Fiction (Novel),978-3-518-02052-4,235,1969,Spanish,El mundo alucinante : (una novela de aventuras),Diógenes,"Lopez, Monika","https://images-na.ssl-images-amazon.com/images/I/31Wj1llTKTL._SX361_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1984,"Arenas, Reinaldo",O Selestino Prin Ten Auge,,Greek,Cuba,,Exantaz,NA,NA,"NA, NA",Fiction (Novel),,NA,1984,,,,,NA,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1982,"Arenas, Reinaldo",Cantando en el Pozo,,Spanish,Cuba,,Argos Vergara,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-7178-448-3,215,1969,,,,,"https://images-na.ssl-images-amazon.com/images/I/41jJU4hQbkL._SX297_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1982,"Arenas, Reinaldo",Homenaje a Lydia Cabrera,,Spanish,Cuba,,Frank Garcia,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),,32,198,,,,,NA,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Leprosorio: Trilogía Poética,,Spanish,Cuba,,Editorial Betania,Madrid,Spain,"Madrid, Spain",Fiction (Novel),978-84-86662-67-7,131,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/41Shm+5MyuL._SX332_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1983,"Arenas, Reinaldo",El Palacio de las Blanquísimas Mofetas,,Spanish,Cuba,,Argos Vergara,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-7178-527-5,293,1980,,,,,"https://images-na.ssl-images-amazon.com/images/I/31ACjugZ2jL._BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1985,"Arenas, Reinaldo",Persecución,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",NA,978-0-89729-391-4,82,1985,,,,,https://pictures.abebooks.com/isbn/9789879586730-us-300.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1986,"Arenas, Reinaldo",Persecución,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",NA,978-0-89729-391-4,71,1986,,,,,"https://images-na.ssl-images-amazon.com/images/I/51ccKZuHHGL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1986,"Arenas, Reinaldo",Necesidad de Libertad,,Spanish,Cuba,,Kosmos,Mexico City,Mexico,"Mexico City, Mexico",Nonfiction Book,978-8496508552,264,1986,,,,,https://onlinelibrary.wiley.com/cms/asset/e0b13b95-f163-4d07-8691-0465f521ab40/tla.2015.59.issue-3.cover.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1980,"Arenas, Reinaldo",Celestino Antes del Alba,,Spanish,Cuba,,Monte Avila Editores,Caracas,Venezuela,"Caracas, Venezuela",Fiction (Novel),978-8483108116,225,1967,,,,,https://europeancollections.files.wordpress.com/2017/03/kgrhqrpwfjeto5fiebsy-4ifdq60_57.jpg?w=301&h=435,https://es.wikipedia.org/wiki/Celestino_antes_del_alba
1982,"Arenas, Reinaldo",Otra Vez el Mar,,Spanish,Cuba,,Argos Vergara,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-7178-463-6,420,1982,,,,,https://planetadelibroscom.cdnstatics2.com/usuaris/libros/fotos/89/m_libros/otra-vez-el-mar_9788483101926.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",El Asalto,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-596-3,141,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/41kZCWctWsL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1981,"Arenas, Reinaldo",El Central,,Spanish,Cuba,,Seix Barral,Barcelona,Spain,"Barcelona, Spain",Poetry Collection,978-0380869343,105,1981,,,,,"https://images-na.ssl-images-amazon.com/images/I/41P74p+3nVS._SX373_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",El Portero,,Spanish,Cuba,,Dador Ediciones,Málaga,Spain,"Málaga, Spain",Fiction (Novel),978-84-87205-06-4,158,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/4179BMp6gFL._SX305_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1989,"Arenas, Reinaldo",El Portero,,Spanish,Cuba,,Dador Ediciones,Málaga,Spain,"Málaga, Spain",Fiction (Novel),978-84-87205-06-4,176,1989,,,,,"https://images-na.ssl-images-amazon.com/images/I/4179BMp6gFL._SX305_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
2001,"Arenas, Reinaldo","Arturo, la Estrella Más Brillante",,Spanish,Cuba,,Montesinos,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-85859-96-2,82,1984,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474204698l/413295._SY475_.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1984,"Arenas, Reinaldo","Arturo, la Estrella Más Brillante",,Spanish,Cuba,,Montesinos,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-85859-96-2,94,1984,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591361733l/53841009._SY475_.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1982,"Arenas, Reinaldo",El Mundo Alucinante,,Spanish,Cuba,,Monte Avila,Caracas,Venezuela,"Caracas, Venezuela",Fiction (Novel),978-8437624433,313,1969,,,,,"https://images-na.ssl-images-amazon.com/images/I/41kNBM59PfL._SX304_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1981,"Arenas, Reinaldo",El Mundo Alucinante,,Spanish,Cuba,,Montesinos,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-8437624434,249,1969,,,,,"https://images-na.ssl-images-amazon.com/images/I/41kNBM59PfL._SX304_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1989,"Arenas, Reinaldo",Voluntad de Vivir Manifestándose,,Spanish,Cuba,,Editorial Betania,Madrid,Spain,"Madrid, Spain",Poetry Collection,978-84-86662-43-1,115,1989,,,,,"https://images-na.ssl-images-amazon.com/images/I/51lWm57kLwL._SX373_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1986,"Arenas, Reinaldo",Termina el Desfile,,Spanish,Cuba,,Plaza & Janés,Barcelona,Spain,"Barcelona, Spain",Fiction (Short Story Collection),978-84-01-90334-2,191,1986,,,,,https://pictures.abebooks.com/isbn/9788401903342-us.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1984,"Arenas, Reinaldo",Termina el Desfile,,Spanish,Cuba,,Plaza & Janés,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-01-90334-2,191,1984,,,,,"https://images-na.ssl-images-amazon.com/images/I/51bFKKabpaL._SX325_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1981,"Arenas, Reinaldo",Termina el Desfile,,Spanish,Cuba,,Seix Barral,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-322-1395-2,174,1981,,,,,https://pictures.abebooks.com/isbn/9788432213953-us.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Viaje a Habana,,Spanish,Cuba,,Narrativa Mondadori,Madrid,Spain,"Madrid, Spain",Fiction (Novel),978-84-397-1699-0,153,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/51mPOk0TVVL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Viaje a Habana,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-544-4,153,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/51mPOk0TVVL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
2008,"Arenas, Reinaldo",El Mundo Alucinante,,Spanish,Cuba,,Ediciones Cátedra,Madrid,Spain,"Madrid, Spain",Fiction (Novel),978-84-376-2443-3,320,1969,,,,,"https://images-na.ssl-images-amazon.com/images/I/41kNBM59PfL._SX304_BO1,204,203,200_.jpg",https://es.wikipedia.org/wiki/El_mundo_alucinante
1991,"Arenas, Reinaldo",El Color del Verano,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-595-6,446,1991,,,,,"https://images-na.ssl-images-amazon.com/images/I/419q6GDESMS._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1999,"Arenas, Reinaldo",El Color del Verano,,Spanish,Cuba,,Tusquets Editores S.A.,Madrid,Spain,"Madrid, Spain",Fiction (Novel),978-8483100820,472,1991,,,,,"https://images-na.ssl-images-amazon.com/images/I/517WYGCJbPL._SX333_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
2001,"Arenas, Reinaldo",El Palacio de las Blanquísimas Mofetas,,Spanish,Cuba,,Tusquets Editores S.A.,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),978-84-8310-156-8,368,1980,,,,,"https://images-na.ssl-images-amazon.com/images/I/51a1lXraJKL._SX327_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1996,"Arenas, Reinaldo",Celestino Antes del Alba,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-772-1,215,1996,,,,,"https://images-na.ssl-images-amazon.com/images/I/51zb5WOtETL._SX310_BO1,204,203,200_.jpg",https://es.wikipedia.org/wiki/Celestino_antes_del_alba
2018,"Arenas, Reinaldo",La Loma del Angel,,Spanish,Cuba,,Editorial Hypermedia Inc.,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-1-948517-17-1,192,2018,,,,,"https://images-na.ssl-images-amazon.com/images/I/515tCNA2lvL._SX311_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
2019,"Arenas, Reinaldo",Antes Que Anochezca,,Spanish,Cuba,,Tusquets Editores S.A.,Barcelona,Spain,"Barcelona, Spain",Fiction (Novel),9786074210361,282,2019,,,,,https://m.media-amazon.com/images/I/41WsdnZ5YdL.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
2020,"Arenas, Reinaldo",Necesidad de Libertad,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-955-8,315,2020,,,,,"https://images-na.ssl-images-amazon.com/images/I/41qJruVcd5L._SX331_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1995,"Arenas, Reinaldo",La Loma del Angel,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-519-2,139,1995,,,,,"https://images-na.ssl-images-amazon.com/images/I/51WCbKK2z2L._SX308_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1981,"Arenas, Reinaldo",El Central,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-84-322-0393-0,105,1981,,,,,"https://images-na.ssl-images-amazon.com/images/I/51+0S53nWeL._SX325_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1986,"Arenas, Reinaldo",Persecución,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-391-4,67,1986,,,,,"https://images-na.ssl-images-amazon.com/images/I/51ccKZuHHGL._SX322_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Conversación con Reinaldo Arenas,,Spanish,Cuba,,Editora Betânia,Madrid,Spain,"Madrid, Spain",Nonfiction Book,978-84-86662-57-8,60,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/51GIS3WZfyL._SX373_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Leprosorio: Trilogía Poética,,Spanish,Cuba,,Editora Betânia,Madrid,Spain,"Madrid, Spain",Nonfiction Book,978-84-86662-67-7,131,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/41Shm+5MyuL._SX332_BO1,204,203,200_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Viaje a Habana,,Spanish,Cuba,,Ediciones Universal,"Miami, FL",United States,"Miami, FL, United States",Fiction (Novel),978-0-89729-544-4,153,1990,,,,,"https://images-na.ssl-images-amazon.com/images/I/51mPOk0TVVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",https://en.wikipedia.org/wiki/Reinaldo_Arenas
1983,"Arenas, Reinaldo",Necesidad de Libertad,,Spanish,Cuba,,Kosmos,Mexico City,Mexico,"Mexico City, Mexico",Fiction (Novel),978-8496508552,264,1983,,,,,https://traficantes.net/sites/default/files/styles/large/public/book_covers//9789874788238.gif,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1992,"Arenas, Reinaldo",Antes Que Anochezca,Bocas Lit Fest,Spanish,Cuba,,Tusquets Editores S.A.,Barcelona,Spain,"Barcelona, Spain",Nonfiction Book,978-6074210361,343,1992,,,,,https://planetadelibroscom.cdnstatics2.com/usuaris/libros/fotos/89/m_libros/antes-que-anochezca_9788472234857.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1990,"Arenas, Reinaldo",Méditations de Saint-Nazaire,,French,Cuba,,Maison des Écrivains Étrangers et des Traducteurs,Saint-Nazaire,France,"Saint-Nazaire, France",Fiction (Novel),978-2903945541,59,1990,French,Méditations de Saint-Nazaire,Maison des écrivains étrangers et des traducteurs,"Hasson, Liliane",https://images-na.ssl-images-amazon.com/images/I/41OWpb3IyVL._SX195_.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
1984,"Arenas, Reinaldo",Old Rosa,,English,Cuba,,Grove Press,"New York, NY",United States,"New York, NY, United States",Fiction (Novel),978-0-8021-1092-3,106,1980,Spanish,La vieja Rosa,Librería Cruz del Sur,"Slater, Ann Tashi; Hurley, Andrew",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348102360l/142030.jpg,https://en.wikipedia.org/wiki/Reinaldo_Arenas
